site_id,iom_site_id,iom_site_name,iom_site_type,iom_site_ward,region,adm1_name,adm2_name,households_in_cluster,dtm_gps_lat,dtm_gps_lon,flagged_camp,backup_gps_lat,backup_gps_lon,extent_delineation_failed,extent_source_note,backup_point_method
idp_NG008013_17,BO_S371,Shuwari-Kaleri Housing Unit Camp,Camp,Dusuman,NE,Borno,Jere,3305,11.883290010441694,13.305629964130809,TRUE,11.881035729379272,13.304481428653167,FALSE,"Imagery-delineated (Esri World Imagery, visual review vs. Google Open Buildings footprint overlay, high confidence): Very clean, highly regular planned housing grid, clearly isolated from surrounding farmland, DTM point almost exactly centred. Highest-confidence delineation of the 15.",imagery_delineated
idp_NG008008_1,BO_S255,Masarmari Camp,Camp,Dikwa,NE,Borno,Dikwa,2811,12.04289001101439,13.901829963645824,TRUE,12.042697318443748,13.90067338501814,FALSE,"Imagery-delineated (Esri World Imagery, visual review vs. Google Open Buildings footprint overlay, medium confidence): Modest cluster of structures at the DTM point, separated by a visible gap of open ground from the much larger Dikwa town mass further S - plausible but smaller/less certain than the high-confidence cases.",imagery_delineated
idp_NG007013_5,New Camp,International Market Camp,IDPs in Camps,Fildi,NC,Benue,Makurdi,2663,7.699543000685967,8.56247696815531,TRUE,7.700642346280048,8.562313496542249,FALSE,"Imagery-delineated (Esri World Imagery, visual review vs. Google Open Buildings footprint overlay, medium confidence): Small cluster of visually distinct (tan/orange-roofed) structures at the DTM point within dense Makurdi urban fabric; kept to a tight radius given how embedded the site is in the surrounding city.",imagery_delineated
idp_NG008024_1,BO_S203,Fulatari Camp,Camp,Monguno,NE,Borno,Monguno,2585,12.675350012202568,13.601719964004287,TRUE,12.674115469800062,13.603556265451711,TRUE,"Fixed-radius buffer fallback (300m) - satellite imagery reviewed but no camp-specific structure confidently distinguishable from surrounding built-up area. Only a handful of structures visible near the DTM point on mostly bare ground, separated from the main Monguno-area town mass; too sparse/ambiguous to confidently distinguish camp extent from incidental structures. Fixed-radius buffer fallback.",fixed_radius_fallback_flagged_camp
idp_NG007006_12,BN_S027,Daudu Camp 3,IDPs In Camps,Mbawa,NC,Benue,Guma,2383,7.901492001088177,8.588104968121868,TRUE,7.9020134352993985,8.587995736413975,TRUE,Fixed-radius buffer fallback (300m) - satellite imagery reviewed but no camp-specific structure confidently distinguishable from surrounding built-up area. Small cluster at the DTM point embedded in a dispersed rural settlement pattern (Daudu) with no clean boundary distinguishing camp from general town. Fixed-radius buffer fallback.,fixed_radius_fallback_flagged_camp
idp_NG007006_14,BN_S025,Daudu Camp 1,IDPs In Camps,Mbawa,NC,Benue,Guma,1991,7.938028001162707,8.608842968101325,FALSE,7.938868714215547,8.609942926312042,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008007_3,BO_S259,Low Cost Camp,Camp,Damboa,NE,Borno,Damboa,1792,11.170040008725946,12.704839964559062,FALSE,11.168975888466433,12.70347090389692,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008008_6,BO_S256,1000 Camp Dikwa Camp,Camp,Dikwa,NE,Borno,Dikwa,1492,12.027395010989402,13.921122963627171,FALSE,12.027101350183289,13.92065926347594,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008008_13,BO_S182,Shehuri/Modu Kasa Camp,Collective Settlement/Centre,Dikwa,NE,Borno,Dikwa,1438,12.043790011022342,13.91677996363328,FALSE,12.04268943010601,13.9153399339476,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008013_3,BO_S068,Faria Gidan Block Camp,Camp,Old Maiduguri,NE,Borno,Jere,1382,11.867267010359935,13.181742964234788,FALSE,11.866569435494462,13.182214035188034,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG036003_2,YB_S003,Kukareta Camp,Collective Settlement/Centre,Kukareta/Warsala,NE,Yobe,Damaturu,1299,11.745330009728262,12.185549965080078,FALSE,11.74372329223909,12.183892626841883,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG007013_12,BN_S021,Abagena Camp,IDPs In Camps,Agan,NC,Benue,Makurdi,1236,7.834400000954442,8.578409968133844,FALSE,7.834400052349298,8.578711920256275,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG007006_15,BN_S069,Uikpam Camp,IDPs In Camps,Mbabai,NC,Benue,Guma,1172,7.971437001232432,8.641237968070337,FALSE,7.973607675077245,8.641612509732276,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008013_16,BO_S151,Custom House,Collective Settlement/Centre,Dusuman,NE,Borno,Jere,1151,11.881710010429304,13.282389964150491,FALSE,11.88113128526943,13.2819544408348,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034006_3,SO_S003,Zangon Jema,IDPs In Camps,Kagara,NW,Sokoto,Goronyo,1150,13.390510009996303,5.658849971289553,FALSE,13.390505670489596,5.656975474730053,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034014_1,New Camp,30 housing estate shagari,IDPs in Camps,Shagari,NW,Sokoto,Shagari,1125,12.622347008558716,4.993983971764072,FALSE,12.62090913369593,4.993305677781683,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008015_1,BO_S175,General Hospital Rann,Collective Settlement/Centre,"Rann ""A""",NE,Borno,Kala/Balge,1106,12.266492011723305,14.467952963202697,FALSE,12.266390020412697,14.467321766835576,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG037001_2,ZF_S015,Mangorora Area,IDPs In Camps,Dan Galadima,NW,Zamfara,Anka,1093,12.108890008094154,5.926949970806339,FALSE,12.110317558110028,5.926766850194529,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008025_16,BO_S333,Zullum Camp,Camp,Ngala Ward,NE,Borno,Ngala,1057,12.352310011780984,14.174889963463093,FALSE,12.35120943034087,14.176525617107536,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008013_5,BO_S212,Kessa Kura,Collective Settlement/Centre,Gongulong,NE,Borno,Jere,924,11.919110010472131,13.1927299642327,FALSE,11.921395671490645,13.19236627796974,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG037014_8,ZF_S029,Arabic Camp Zurmi,IDPs In Camps,Zurmi,NW,Zamfara,Zurmi,860,12.788718009520556,6.778629970127483,FALSE,12.787162174889104,6.779415744216238,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008014_6,BO_S160,Nrc Camp,Camp,Benisheikh,NE,Borno,Kaga,798,11.816350009989527,12.493529964821798,FALSE,11.817256563517118,12.493417808022928,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008016_8,BO_S077,Kalari Abule,Collective Settlement/Centre,Konduga,NE,Borno,Konduga,785,11.734580010121585,13.283329964129408,FALSE,11.736351565838472,13.283336250530654,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG037001_6,ZF_S006,Emirate Camp,IDPs In Camps,Magaji,NW,Zamfara,Anka,776,12.10729000809468,5.935689970797937,FALSE,12.108289410337049,5.936215745363774,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG007012_6,BN_S009,Nkst Pri Sch Anyiin,IDPs In Camps,Mbagber,NC,Benue,Logo,669,7.818257000991633,9.244803967528233,FALSE,7.820570306069462,9.245209183376556,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG037004_1,ZF_S010,Gidan Sama,IDPs In Camps,Magaji,NW,Zamfara,Bukkuyum,613,12.111080007995366,5.639809971075063,FALSE,12.112578023304009,5.639272134015123,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002021_6,AD_S004,Malkohi Village Camp,Camp,Namtari,NE,Adamawa,Yola South,542,9.192880004384072,12.376139964721707,FALSE,9.194185596814362,12.375806669644064,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008013_2,BO_S324,Ahmed Grema,Collective Settlement/Centre,Old Maiduguri,NE,Borno,Jere,513,11.872570010363992,13.163799964250936,FALSE,11.873317017433251,13.16441498687141,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG037007_2,ZF_S001,Mada Camp,IDPs In Camps,Mada,NW,Zamfara,Gusau,479,12.141590008508569,6.923749969883889,FALSE,12.141986699841468,6.926145161509734,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002002_1,AD_S006,Daware Camp,Camp,Pariya,NE,Adamawa,Fufore,451,9.41825000492633,12.59717996453458,FALSE,9.419194936915524,12.597455137622468,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG007008_3,BN_S067,Rcm Pri Sch Agagbe,IDPs In Camps,Mbachohon,NC,Benue,Gwer West,407,7.713844000674675,8.14301896853845,FALSE,7.711596577876194,8.143774033458127,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034015_4,SO_S017,Tanani,IDPs In Camps,Marafa East,NW,Sokoto,Silame,370,12.985300009018134,4.766569972044483,FALSE,12.985224329124426,4.765617091152211,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034018_4,SO_S018,Kanwuri Sabuwa,IDPs In Camps,Romon Sarki,NW,Sokoto,Tambuwal,359,12.226930007808376,4.601559972067318,FALSE,12.226396375012396,4.602333622514142,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG021032_5,KT_S029,Ggss Jibia Camp,IDPs In Camps,Jibia B,NW,Katsina,Safana,353,12.587000009426475,7.374699969539662,FALSE,12.5862546737932,7.375040215693439,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034016_1,SO_S009,Ramin Kura,IDPs In Camps,Magajin Gari 'A',NW,Sokoto,Sokoto North,330,13.073390009334933,5.223419971632641,FALSE,13.073760654442552,5.225244113424145,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG027022_4,NI_S003,Central Primary School Kuta,IDPs In Camps,Bangajiya,NC,Niger,Shiroro,329,9.870555004492324,6.7080359698561685,FALSE,9.871021812582688,6.706722315322108,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG036003_9,YB_S005,Kasaisa Village Camp,Camp,Gabir/Maduri,NE,Yobe,Damaturu,292,11.663250009469088,11.935669965287506,FALSE,11.663647126670217,11.935672794609632,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG002002_14,AD_S060,Njaccingo Camp,Camp,Bole Yolde Pate,NE,Adamawa,Fufore,275,9.122500004223976,12.347279964745823,FALSE,9.1237988310275,12.346930096931072,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034013_7,SO_S032,Tsamaye Primary School,IDPs In Camps,Tsamaye,NW,Sokoto,Sabon Birni,267,13.514980010327392,5.9869599710097425,FALSE,13.515075408319715,5.9847242986544185,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008002_12,BO_S181,Vocational Training Centre,Collective Settlement/Centre,Lassa,NE,Borno,Askira/Uba,253,10.693630007893502,13.2695799640266,FALSE,10.69401923801716,13.269811874778584,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG036012_1,New Camp,Garin Kolo,Collective Settlement/Centre,Dawasa/G.Baba,NE,Yobe,Nangere,250,11.977612009710493,10.92439296622289,FALSE,11.975771316517202,10.92431825810278,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG007006_5,BN_S046,Lgs Quarters,IDPs In Camps,Nzorov,NC,Benue,Guma,246,7.825673000966746,8.864377967873516,FALSE,7.826900937066272,8.86485066452956,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034020_11,SO_S001,30 Housing Estate,IDPs In Camps,Tureta Gari,NW,Sokoto,Tureta,246,12.59705000873253,5.551439971236996,FALSE,12.598200837786562,5.551470772863323,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG026004_1,NW_S020,Gurku Camp,IDPs In Camps,Gurku/Kabusu,NC,Nasarawa,Karu,237,9.08368670323254,7.627123868983103,FALSE,9.083581338110552,7.628040735353523,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG008002_15,BO_S273,Zadawa Camp,Collective Settlement/Centre,Zadawa / Hausari,NE,Borno,Askira/Uba,186,10.648140007682343,12.90756996433394,FALSE,10.64681344358343,12.907930465351008,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
idp_NG034012_12,SO_S007,Gdss Gandi,IDPs In Camps,Gandi 'A',NW,Sokoto,Rabah,183,12.967740009386612,5.746859971122064,FALSE,12.96749186041308,5.745869932904615,NA,"Fixed-radius buffer fallback (300m around the DTM point) - standard-size camp, not part of the original >2,000hh flagged/individually-reviewed subset. Generated 2026-08-05 so every in-camp cluster has a Tier-2 random-walk starting point available, per partner feedback at the ToT that Tier 1 listing feasibility is a broader concern than the original flagging anticipated.",fixed_radius_fallback_standard_camp
