site_id,iom_site_id,iom_site_name,iom_site_type,iom_site_ward,region,adm1_name,adm2_name,households_in_cluster,dtm_gps_lat,dtm_gps_lon,flagged_camp,backup_gps_lat,backup_gps_lon,extent_delineation_failed,extent_source_note
idp_NG008024_1,BO_S203,Fulatari Camp,Camp,Monguno,NE,Borno,Monguno,2585,12.675350012202568,13.601719964004287,TRUE,12.674115469800062,13.603556265451711,TRUE,"Fixed-radius buffer fallback (300m) - satellite imagery reviewed but no camp-specific structure confidently distinguishable from surrounding built-up area. Only a handful of structures visible near the DTM point on mostly bare ground, separated from the main Monguno-area town mass; too sparse/ambiguous to confidently distinguish camp extent from incidental structures. Fixed-radius buffer fallback."
idp_NG007006_12,BN_S027,Daudu Camp 3,IDPs In Camps,Mbawa,NC,Benue,Guma,2383,7.901492001088177,8.588104968121868,TRUE,7.9020134352993985,8.587995736413975,TRUE,Fixed-radius buffer fallback (300m) - satellite imagery reviewed but no camp-specific structure confidently distinguishable from surrounding built-up area. Small cluster at the DTM point embedded in a dispersed rural settlement pattern (Daudu) with no clean boundary distinguishing camp from general town. Fixed-radius buffer fallback.
idp_NG007006_14,BN_S025,Daudu Camp 1,IDPs In Camps,Mbawa,NC,Benue,Guma,1991,7.938028001162707,8.608842968101325,FALSE,NA,NA,NA,NA
idp_NG008007_3,BO_S259,Low Cost Camp,Camp,Damboa,NE,Borno,Damboa,1792,11.170040008725946,12.704839964559062,FALSE,NA,NA,NA,NA
idp_NG008008_6,BO_S256,1000 Camp Dikwa Camp,Camp,Dikwa,NE,Borno,Dikwa,1492,12.027395010989402,13.921122963627171,FALSE,NA,NA,NA,NA
idp_NG008008_13,BO_S182,Shehuri/Modu Kasa Camp,Collective Settlement/Centre,Dikwa,NE,Borno,Dikwa,1438,12.043790011022342,13.91677996363328,FALSE,NA,NA,NA,NA
idp_NG008013_3,BO_S068,Faria Gidan Block Camp,Camp,Old Maiduguri,NE,Borno,Jere,1382,11.867267010359935,13.181742964234788,FALSE,NA,NA,NA,NA
idp_NG036003_2,YB_S003,Kukareta Camp,Collective Settlement/Centre,Kukareta/Warsala,NE,Yobe,Damaturu,1299,11.745330009728262,12.185549965080078,FALSE,NA,NA,NA,NA
idp_NG007013_12,BN_S021,Abagena Camp,IDPs In Camps,Agan,NC,Benue,Makurdi,1236,7.834400000954442,8.578409968133844,FALSE,NA,NA,NA,NA
idp_NG007006_15,BN_S069,Uikpam Camp,IDPs In Camps,Mbabai,NC,Benue,Guma,1172,7.971437001232432,8.641237968070337,FALSE,NA,NA,NA,NA
idp_NG008013_16,BO_S151,Custom House,Collective Settlement/Centre,Dusuman,NE,Borno,Jere,1151,11.881710010429304,13.282389964150491,FALSE,NA,NA,NA,NA
idp_NG034006_3,SO_S003,Zangon Jema,IDPs In Camps,Kagara,NW,Sokoto,Goronyo,1150,13.390510009996303,5.658849971289553,FALSE,NA,NA,NA,NA
idp_NG034014_1,New Camp,30 housing estate shagari,IDPs in Camps,Shagari,NW,Sokoto,Shagari,1125,12.622347008558716,4.993983971764072,FALSE,NA,NA,NA,NA
idp_NG008015_1,BO_S175,General Hospital Rann,Collective Settlement/Centre,"Rann ""A""",NE,Borno,Kala/Balge,1106,12.266492011723305,14.467952963202697,FALSE,NA,NA,NA,NA
idp_NG037001_2,ZF_S015,Mangorora Area,IDPs In Camps,Dan Galadima,NW,Zamfara,Anka,1093,12.108890008094154,5.926949970806339,FALSE,NA,NA,NA,NA
idp_NG008025_16,BO_S333,Zullum Camp,Camp,Ngala Ward,NE,Borno,Ngala,1057,12.352310011780984,14.174889963463093,FALSE,NA,NA,NA,NA
idp_NG008013_5,BO_S212,Kessa Kura,Collective Settlement/Centre,Gongulong,NE,Borno,Jere,924,11.919110010472131,13.1927299642327,FALSE,NA,NA,NA,NA
idp_NG037014_8,ZF_S029,Arabic Camp Zurmi,IDPs In Camps,Zurmi,NW,Zamfara,Zurmi,860,12.788718009520556,6.778629970127483,FALSE,NA,NA,NA,NA
idp_NG008014_6,BO_S160,Nrc Camp,Camp,Benisheikh,NE,Borno,Kaga,798,11.816350009989527,12.493529964821798,FALSE,NA,NA,NA,NA
idp_NG008016_8,BO_S077,Kalari Abule,Collective Settlement/Centre,Konduga,NE,Borno,Konduga,785,11.734580010121585,13.283329964129408,FALSE,NA,NA,NA,NA
idp_NG037001_6,ZF_S006,Emirate Camp,IDPs In Camps,Magaji,NW,Zamfara,Anka,776,12.10729000809468,5.935689970797937,FALSE,NA,NA,NA,NA
idp_NG007012_6,BN_S009,Nkst Pri Sch Anyiin,IDPs In Camps,Mbagber,NC,Benue,Logo,669,7.818257000991633,9.244803967528233,FALSE,NA,NA,NA,NA
idp_NG037004_1,ZF_S010,Gidan Sama,IDPs In Camps,Magaji,NW,Zamfara,Bukkuyum,613,12.111080007995366,5.639809971075063,FALSE,NA,NA,NA,NA
idp_NG002021_6,AD_S004,Malkohi Village Camp,Camp,Namtari,NE,Adamawa,Yola South,542,9.192880004384072,12.376139964721707,FALSE,NA,NA,NA,NA
idp_NG008013_2,BO_S324,Ahmed Grema,Collective Settlement/Centre,Old Maiduguri,NE,Borno,Jere,513,11.872570010363992,13.163799964250936,FALSE,NA,NA,NA,NA
idp_NG037007_2,ZF_S001,Mada Camp,IDPs In Camps,Mada,NW,Zamfara,Gusau,479,12.141590008508569,6.923749969883889,FALSE,NA,NA,NA,NA
idp_NG002002_1,AD_S006,Daware Camp,Camp,Pariya,NE,Adamawa,Fufore,451,9.41825000492633,12.59717996453458,FALSE,NA,NA,NA,NA
idp_NG007008_3,BN_S067,Rcm Pri Sch Agagbe,IDPs In Camps,Mbachohon,NC,Benue,Gwer West,407,7.713844000674675,8.14301896853845,FALSE,NA,NA,NA,NA
idp_NG034015_4,SO_S017,Tanani,IDPs In Camps,Marafa East,NW,Sokoto,Silame,370,12.985300009018134,4.766569972044483,FALSE,NA,NA,NA,NA
idp_NG034018_4,SO_S018,Kanwuri Sabuwa,IDPs In Camps,Romon Sarki,NW,Sokoto,Tambuwal,359,12.226930007808376,4.601559972067318,FALSE,NA,NA,NA,NA
idp_NG021032_5,KT_S029,Ggss Jibia Camp,IDPs In Camps,Jibia B,NW,Katsina,Safana,353,12.587000009426475,7.374699969539662,FALSE,NA,NA,NA,NA
idp_NG034016_1,SO_S009,Ramin Kura,IDPs In Camps,Magajin Gari 'A',NW,Sokoto,Sokoto North,330,13.073390009334933,5.223419971632641,FALSE,NA,NA,NA,NA
idp_NG027022_4,NI_S003,Central Primary School Kuta,IDPs In Camps,Bangajiya,NC,Niger,Shiroro,329,9.870555004492324,6.7080359698561685,FALSE,NA,NA,NA,NA
idp_NG036003_9,YB_S005,Kasaisa Village Camp,Camp,Gabir/Maduri,NE,Yobe,Damaturu,292,11.663250009469088,11.935669965287506,FALSE,NA,NA,NA,NA
idp_NG002002_14,AD_S060,Njaccingo Camp,Camp,Bole Yolde Pate,NE,Adamawa,Fufore,275,9.122500004223976,12.347279964745823,FALSE,NA,NA,NA,NA
idp_NG034013_7,SO_S032,Tsamaye Primary School,IDPs In Camps,Tsamaye,NW,Sokoto,Sabon Birni,267,13.514980010327392,5.9869599710097425,FALSE,NA,NA,NA,NA
idp_NG008002_12,BO_S181,Vocational Training Centre,Collective Settlement/Centre,Lassa,NE,Borno,Askira/Uba,253,10.693630007893502,13.2695799640266,FALSE,NA,NA,NA,NA
idp_NG036012_1,New Camp,Garin Kolo,Collective Settlement/Centre,Dawasa/G.Baba,NE,Yobe,Nangere,250,11.977612009710493,10.92439296622289,FALSE,NA,NA,NA,NA
idp_NG007006_5,BN_S046,Lgs Quarters,IDPs In Camps,Nzorov,NC,Benue,Guma,246,7.825673000966746,8.864377967873516,FALSE,NA,NA,NA,NA
idp_NG034020_11,SO_S001,30 Housing Estate,IDPs In Camps,Tureta Gari,NW,Sokoto,Tureta,246,12.59705000873253,5.551439971236996,FALSE,NA,NA,NA,NA
idp_NG026004_1,NW_S020,Gurku Camp,IDPs In Camps,Gurku/Kabusu,NC,Nasarawa,Karu,237,9.08368670323254,7.627123868983103,FALSE,NA,NA,NA,NA
idp_NG008002_15,BO_S273,Zadawa Camp,Collective Settlement/Centre,Zadawa / Hausari,NE,Borno,Askira/Uba,186,10.648140007682343,12.90756996433394,FALSE,NA,NA,NA,NA
idp_NG034012_12,SO_S007,Gdss Gandi,IDPs In Camps,Gandi 'A',NW,Sokoto,Rabah,183,12.967740009386612,5.746859971122064,FALSE,NA,NA,NA,NA
idp_NG036003_17,YB_S006,Huri Village Camp,Camp,Maisandari/Waziri Ibrahim Estate,NE,Yobe,Damaturu,180,11.726520009634106,12.03585996520825,FALSE,NA,NA,NA,NA
idp_NG002002_7,AD_S019,Fufore Camp,Collective Settlement/Centre,Fufore,NE,Adamawa,Fufore,172,9.207710004480631,12.677509964460526,FALSE,NA,NA,NA,NA
idp_NG002005_3,AD_S040,Angwan Kara,Collective Settlement/Centre,Damare,NE,Adamawa,Girei,166,9.319740004675714,12.441359964667404,FALSE,NA,NA,NA,NA
idp_NG037010_3,ZF_S012,Dan Tasha Pri. Sch. Camp,IDPs In Camps,Dan Gulbi,NW,Zamfara,Maru,160,11.652290007453676,6.248149970442329,FALSE,NA,NA,NA,NA
idp_NG002021_1,AD_S029,Sabon Pegi Ngurore Camp,Camp,Ngurore,NE,Adamawa,Yola South,141,9.288390004565796,12.251149964832216,FALSE,NA,NA,NA,NA
idp_NG036007_2,YB_S035,Meleri,Collective Settlement/Centre,Gujba,NE,Yobe,Gujba,116,11.51269000918817,12.002249965210028,FALSE,NA,NA,NA,NA
idp_NG021001_9,New Camp,Nadabo Primary School Camp,IDPs in Camps,Bakori A,NW,Katsina,Bakori,100,11.554960007678387,7.421964969341086,FALSE,NA,NA,NA,NA
idp_NG002005_14,AD_S034,Nana Villa,Collective Settlement/Centre,Girei I,NE,Adamawa,Girei,75,9.352040004762294,12.513119964605824,FALSE,NA,NA,NA,NA
idp_NG023008_1,KO_S010,Ogalaja,IDPs In Camps,Alloma,NC,Kogi,Igalamela-Odolu,75,7.203656599623698,7.227487069415291,FALSE,NA,NA,NA,NA
idp_NG021029_10,KT_S033,Musawa Modern Market,IDPs In Camps,Musawa,NW,Katsina,Musawa,68,12.12757200876433,7.683129969180123,FALSE,NA,NA,NA,NA
idp_NG023014_4,KO_S009,Igoti,IDPs In Camps,Iboko/Efakwu,NC,Kogi,Ofu,66,7.275443299756064,7.162741569469723,FALSE,NA,NA,NA,NA
idp_NG002012_7,AD_S046,Mayo Farang Camp,Camp,Mayo Farang,NE,Adamawa,Mayo-Belwa,58,8.957060003805472,12.06084996499414,FALSE,NA,NA,NA,NA
idp_NG034011_8,SO_S020,Phcs/Birnin Kware,IDPs In Camps,S/Birni/ G. Karma,NW,Sokoto,Kware,56,13.246670009617096,5.275219971618819,FALSE,NA,NA,NA,NA
idp_NG008016_6,New Camp,Sabon Gari Camp,Collective Settlement/Centre,Auno / Chabbol,NE,Borno,Konduga,55,11.897933010382948,13.077276964328863,FALSE,NA,NA,NA,NA
idp_NG026002_3,NW_S025,Bajimba Camp Tunga,IDPs In Camps,Tunga,NC,Nasarawa,Awe,49,8.001350001370223,9.317929967453798,FALSE,NA,NA,NA,NA
idp_NG026006_2,New Camp,Renewed Hope Resettlment city camp,IDPs in Camps,Sabon Gari,NC,Nasarawa,Keffi,46,8.822207402773621,7.836825668788896,FALSE,NA,NA,NA,NA
idp_NG036013_1,YB_S020,Government College,Collective Settlement/Centre,Garbi/Bambori,NE,Yobe,Nguru,42,12.866170011179662,10.42318996681757,FALSE,NA,NA,NA,NA
idp_NG023011_4,KO_S005,Ogbogbo 1,IDPs In Camps,Irenodu,NC,Kogi,Kogi,35,7.8985750009025795,6.855703969716968,FALSE,NA,NA,NA,NA
idp_NG023014_1,KO_S013,Adomu,IDPs In Camps,Ofoke,NC,Kogi,Ofu,33,7.420049900006311,6.823933969773405,FALSE,NA,NA,NA,NA
idp_NG023011_1,KO_S004,Guest House,IDPs In Camps,Koton Karfe South East,NC,Kogi,Kogi,31,8.05646700119299,6.822117969741579,FALSE,NA,NA,NA,NA
idp_NG021005_11,KT_S030,Kusa Pdp Headquarters,IDPs In Camps,Wakilin Kudu Ii,NW,Katsina,Bindawa,30,12.630940009734068,7.959659969008653,FALSE,NA,NA,NA,NA
idp_NG023008_10,KO_S008,Ofada New Camp,IDPs In Camps,Alloma,NC,Kogi,Igalamela-Odolu,22,7.161160799543858,7.24374746940359,FALSE,NA,NA,NA,NA
idp_NG023012_1,KO_S003,Felele,IDPs In Camps,Oworo,NC,Kogi,Lokoja,21,7.852231000801511,6.704084969859834,FALSE,NA,NA,NA,NA
idp_NG020038_1,KN_S002,Farin Gida 137,IDPs In Camps,Unguwa Uku,NW,Kano,Tarauni,18,11.951358008780067,8.567299968343066,FALSE,NA,NA,NA,NA
idp_NG020042_1,KN_S007,Baban Gida,IDPs In Camps,Bachirawa,NW,Kano,Ungogo,9,12.060750008934196,8.456309968460586,FALSE,NA,NA,NA,NA
